temperatura,pressao,posicao_valvula,vazao_massica
24.3133,4.8865,0.1006,0.0466
26.8637,6.0953,0.6006,0.3547
27.2681,3.7473,0.5691,0.1934
22.1667,7.6923,0.7468,0.5724
20.0151,4.6514,0.0016,0.0007
22.501,1.9687,0.173,0.0255
25.103,1.6106,0.5965,0.0629
22.3079,6.0849,0.4535,0.2694
28.6099,7.5332,0.6649,0.4929
23.8008,1.4595,0.8442,0.0736
23.8472,4.4722,0.2054,0.0862
22.6208,3.8482,0.4425,0.1563
24.8918,4.9516,0.272,0.1279
24.7263,3.2753,0.955,0.2773
21.3999,6.7845,0.9466,0.6342
26.1976,3.6082,0.7778,0.2532
23.7237,1.2983,0.4974,0.033
26.956,3.4595,0.4254,0.1315
22.662,3.6053,0.7602,0.2487
22.1233,5.5865,0.7936,0.4291
25.4007,3.9256,0.7406,0.2666
20.9978,3.6686,0.3736,0.1251
20.0918,2.3155,0.3215,0.0601
21.5906,3.9982,0.4009,0.1484
29.9808,4.7791,0.3333,0.1493
29.5918,7.1603,0.3182,0.2229
25.3151,2.0041,0.006,0.0009
29.6967,5.2113,0.768,0.3795
25.9846,6.4281,0.9877,0.6192
25.4881,4.7234,0.3847,0.1714
24.9422,6.1708,0.2341,0.1406
29.3512,4.711,0.2892,0.1276
22.8311,7.3932,0.7707,0.5654
23.2017,1.4926,0.616,0.0563
24.8533,2.288,0.0766,0.014
20.8821,6.6849,0.7529,0.4968
23.6631,6.5959,0.6815,0.4411
28.5248,3.4383,0.081,0.0248
24.9939,6.5997,0.7317,0.4729
29.2142,2.3528,0.3944,0.0743
21.2653,5.8618,0.8873,0.5067
28.6687,2.9532,0.4657,0.1182
24.4829,4.3018,0.8068,0.3235
24.9826,2.0406,0.8367,0.1296
24.8292,6.2762,0.3666,0.2243
29.7942,4.624,0.9883,0.4267
27.1876,6.4001,0.324,0.2018
25.7301,7.588,0.6581,0.494
21.9671,7.7413,0.0637,0.0491
24.9771,1.9909,0.9449,0.1411
26.2128,4.968,0.0376,0.0177
23.2038,2.0317,0.5254,0.0811
25.6038,3.9787,0.0731,0.0267
22.0449,2.7984,0.5191,0.1244
24.2518,3.7653,0.5376,0.1846
24.1057,3.6069,0.9387,0.3064
28.009,1.6973,0.138,0.0159
23.5815,5.625,0.0824,0.0448
27.6326,6.1058,0.0566,0.0334
28.3592,2.8113,0.3614,0.0862
27.1165,7.3572,0.5081,0.3681
26.133,7.6365,0.0541,0.0409
22.0873,2.6514,0.8051,0.18
25.0836,1.3497,0.952,0.0695
23.8375,7.4567,0.0015,0.0011
24.2732,5.2883,0.1508,0.0764
28.7777,7.7335,0.9483,0.7229
24.8299,1.8457,0.4634,0.0616
26.837,1.6567,0.1694,0.0187
22.304,5.756,0.6477,0.3619
23.1111,3.5884,0.4996,0.1624
23.88,6.6295,0.8055,0.5241
22.4625,7.1975,0.2079,0.1482
25.107,4.1402,0.4604,0.1764
26.0634,3.1154,0.9971,0.2716
26.2263,6.5362,0.7874,0.5025
25.3253,4.9091,0.9283,0.4321
26.5424,7.7446,0.5353,0.4102
25.2939,1.614,0.5383,0.0569
27.6086,5.3213,0.1648,0.0836
27.0505,7.1735,0.3593,0.2533
26.8986,7.3452,0.3506,0.2537
23.3323,6.0656,0.4394,0.2596
20.7721,5.9856,0.7849,0.4591
23.6707,5.0854,0.5771,0.2803
24.7267,5.4587,0.016,0.0084
29.9499,4.8284,0.5165,0.2341
27.3964,6.2581,0.4922,0.2989
21.0658,1.5792,0.6991,0.0716
27.2735,3.9232,0.6732,0.2414
25.9781,4.7119,0.0203,0.009
21.4295,3.1187,0.413,0.1135
21.53,4.2331,0.4719,0.1867
20.8243,4.6834,0.1855,0.0825
29.0238,6.0406,0.3535,0.206
26.1262,6.9508,0.2904,0.1982
27.3932,1.4318,0.9793,0.0815
20.2831,1.7107,0.8538,0.1009
20.1617,4.7303,0.467,0.2103
21.3205,2.9427,0.102,0.0261
26.6992,5.2418,0.558,0.2789
29.7482,6.8332,0.0043,0.0029
23.1797,1.604,0.3019,0.0317
22.3784,5.9744,0.9156,0.533
27.2107,5.8243,0.4165,0.2338
23.2006,6.9736,0.814,0.5602
29.545,2.8549,0.508,0.1233
27.3598,7.7796,0.4616,0.355
23.216,1.3195,0.6585,0.0456
24.2369,5.6519,0.6881,0.3756
23.236,7.2909,0.3971,0.2867
27.8668,6.3738,0.6647,0.4116
25.8224,6.6892,0.833,0.5455
23.9999,5.2939,0.7934,0.4028
29.3274,4.7134,0.5763,0.2544
23.4359,1.7995,0.4829,0.0617
25.121,2.6231,0.1447,0.0317
21.648,5.6052,0.9486,0.5153
23.5145,2.9501,0.8961,0.229
23.543,4.6532,0.7567,0.3325
27.3967,3.522,0.2746,0.0866
20.9046,3.0887,0.8282,0.2252
26.5006,6.764,0.6149,0.4071
24.2742,5.1087,0.5584,0.2723
26.9394,5.1996,0.3694,0.1829
20.4507,6.4096,0.6409,0.4043
21.278,6.3167,0.3016,0.187
25.5478,5.1561,0.9005,0.4427
21.5279,6.5961,0.1791,0.1163
27.2691,7.4729,0.3984,0.2935
23.519,2.1599,0.2567,0.0433
23.5073,2.3452,0.5922,0.1121
29.0332,4.8729,0.1839,0.0844
21.8,2.1078,0.1286,0.021
29.0778,7.7103,0.0008,0.0006
24.5308,6.3873,0.0219,0.0137
25.5245,3.9188,0.6107,0.2194
28.1452,6.4959,0.4144,0.2618
28.3757,7.1154,0.2046,0.1426
29.4629,5.4028,0.9996,0.5145
21.7687,4.6862,0.4809,0.2136
23.2417,5.1746,0.2208,0.1094
28.4607,2.6123,0.4062,0.0881
26.47,5.2415,0.0937,0.0469
22.3099,1.9283,0.6321,0.0903
28.6141,7.394,0.871,0.6328
21.5961,4.5183,0.9848,0.4198
24.7421,1.5971,0.6874,0.0714
21.0894,5.039,0.7995,0.386
27.3229,2.7732,0.9464,0.2222
20.3136,2.0983,0.5862,0.0954
27.8789,2.6666,0.0485,0.0108
27.0264,1.7335,0.0027,0.0003
23.5723,1.5582,0.5461,0.0543
27.531,1.6077,0.1022,0.0107
29.7489,7.7142,0.3991,0.3029
20.1987,2.9932,0.0321,0.0084
25.9196,5.1579,0.8783,0.4317
20.7661,5.7826,0.4233,0.2383
20.9825,5.2725,0.7854,0.399
22.7612,5.3056,0.108,0.0551
22.6183,1.5055,0.1032,0.0096
26.3801,7.4216,0.8905,0.652
20.7753,5.1948,0.9354,0.4675
25.5573,1.5142,0.887,0.0831
23.5719,6.0604,0.0194,0.0115
25.598,6.5447,0.0265,0.0169
27.8633,4.3548,0.9728,0.3934
23.6025,6.991,0.7875,0.5431
26.1864,6.3278,0.7326,0.4513
28.5742,5.3031,0.2505,0.1265
25.7754,2.4779,0.1138,0.0231
28.166,2.2901,0.8775,0.1595
27.9982,3.2152,0.6029,0.1702
29.192,2.1168,0.7021,0.114
21.0821,1.242,0.4844,0.0284
26.8534,1.2477,0.5253,0.0309
20.1292,1.2029,0.0904,0.0048
24.0579,1.2681,0.6418,0.0398
23.7047,1.3735,0.3298,0.0252
27.8734,5.3155,0.5898,0.2989
28.9817,5.1486,0.5099,0.2489
27.9774,2.3554,0.8432,0.1594
20.5275,7.5723,0.3187,0.2408
29.5967,3.133,0.0875,0.0239
22.3797,4.6869,0.2521,0.1119
24.4359,5.4711,0.8768,0.4615
26.937,3.4441,0.4754,0.1461
24.3759,6.3014,0.761,0.4681
28.7555,4.9068,0.1143,0.0529
22.3252,2.46,0.1376,0.0279
20.413,3.1469,0.242,0.0674
21.1923,2.9978,0.3058,0.0801
23.0426,2.8443,0.3247,0.0793
27.8541,3.2072,0.5573,0.1569
24.1794,1.2035,0.8931,0.047
25.6115,3.522,0.8324,0.2635
27.2209,7.5768,0.8101,0.6057
26.6953,1.6446,0.4006,0.0437
23.2066,7.3685,0.9847,0.7193
26.232,3.4863,0.5308,0.1658
20.4407,4.9941,0.4596,0.2199
24.5771,5.0855,0.6419,0.3112
22.8714,3.1559,0.7908,0.2201
24.1975,6.1958,0.6753,0.4079
22.9913,5.141,0.5401,0.2658
24.0464,5.871,0.6378,0.3632
27.9648,3.6005,0.3896,0.1261
28.2788,6.6106,0.5122,0.3298
22.0938,7.4164,0.5637,0.4154
25.3184,1.7002,0.8298,0.0962
20.1681,2.6981,0.4019,0.0922
23.8374,2.5216,0.8537,0.1781
20.0718,6.9109,0.8728,0.5979
25.2444,4.0495,0.1791,0.0669
25.2809,5.4401,0.9116,0.4761
22.1666,7.111,0.7515,0.5291
29.7395,7.5979,0.2659,0.1986
24.7726,6.6775,0.8226,0.5386
27.242,6.0951,0.9459,0.5583
28.7995,3.0402,0.9426,0.248
28.8772,1.6007,0.3061,0.0317
29.0531,4.0908,0.458,0.172
25.2675,1.7691,0.1622,0.0201
21.7111,6.4804,0.9008,0.5739
25.1759,7.2588,0.4412,0.316
23.4151,5.5584,0.942,0.5054
24.3216,2.6623,0.2725,0.061
28.2996,3.0848,0.4235,0.1135
20.1964,7.6789,0.9796,0.7519
22.211,6.838,0.1644,0.111
27.0771,2.0657,0.6118,0.0962
27.2596,2.708,0.4574,0.1042
25.4896,2.9114,0.5641,0.1413
24.6766,3.993,0.06,0.0221
24.6741,1.3166,0.7508,0.0516
23.712,3.8375,0.6616,0.2326
27.7931,5.5382,0.2361,0.1252
25.2826,3.1355,0.8258,0.2271
23.8329,7.2099,0.1695,0.1208
22.2754,3.8984,0.2942,0.1056
26.8209,4.8562,0.2999,0.1375
27.4649,5.8321,0.9179,0.5159
22.263,5.7081,0.2499,0.1383
28.4567,7.9559,0.4493,0.3533
23.866,7.7587,0.0451,0.0347
20.9904,4.8386,0.4915,0.2267
20.7976,1.4164,0.6203,0.051
26.7753,2.0268,0.1015,0.0155
26.1215,2.4008,0.5567,0.1083
27.8731,6.5556,0.0412,0.0263
25.3325,2.6193,0.2627,0.0575
29.0359,3.8148,0.6699,0.2318
21.5871,1.8755,0.8147,0.1116
22.8254,3.6577,0.1075,0.0358
20.9877,3.8974,0.3463,0.1246
25.2224,6.5708,0.1278,0.0822
20.7427,3.1743,0.735,0.2068
24.8179,6.8361,0.7805,0.5242
23.7391,2.9727,0.6776,0.1748
29.5529,4.904,0.1702,0.0786
20.2508,5.0004,0.9535,0.457
26.0619,2.0348,0.2378,0.0366
22.0471,3.2031,0.8678,0.2463
27.5368,3.2329,0.4752,0.1352
27.5662,5.739,0.8096,0.4469
29.525,6.5927,0.1431,0.0917
21.4961,2.5473,0.1995,0.0423
23.9496,1.9148,0.5543,0.0781
22.1272,7.5149,0.9605,0.7179
22.6802,4.9941,0.5412,0.258
26.5154,3.3868,0.7381,0.2225
25.3378,7.6037,0.4869,0.3665
20.8219,1.5998,0.7701,0.0808
21.8395,2.3575,0.3364,0.0643
20.7964,1.5558,0.9457,0.0942
28.1311,4.4644,0.5563,0.2314
20.3389,1.3114,0.7257,0.0497
21.7176,4.5864,0.9012,0.3907
23.682,6.0577,0.1422,0.0839
24.5969,4.9536,0.3603,0.1696
26.5379,5.8355,0.4651,0.262
27.668,3.0303,0.9835,0.2582
26.544,2.2504,0.6583,0.1171
29.767,3.1733,0.1129,0.0313
23.185,2.1807,0.8651,0.148
20.6332,4.086,0.3855,0.1466
20.9753,6.7448,0.5143,0.3427
24.9758,5.4512,0.9811,0.5138
24.1203,2.6135,0.4821,0.1054
27.2492,4.3023,0.5372,0.2145
26.4388,3.3469,0.5384,0.16
20.5714,7.5626,0.0747,0.0564
29.6327,7.9074,0.5599,0.4365
23.5242,3.4576,0.1446,0.0449
21.7285,5.1858,0.5021,0.25
24.9479,1.547,0.5948,0.0582
24.9215,6.0548,0.9875,0.5809
25.1855,1.7165,0.4861,0.0573
26.3783,3.5471,0.2026,0.0646
24.7413,1.9933,0.0734,0.011
20.4335,1.9627,0.1608,0.0237
20.8198,1.4821,0.8852,0.0801
21.3246,2.1035,0.5756,0.0938
25.0811,2.4698,0.1533,0.031
28.7649,3.9176,0.8093,0.289
28.4328,5.0563,0.3985,0.1908
25.134,2.0147,0.0689,0.0105
29.633,6.2763,0.2582,0.1568
24.7603,1.5233,0.7423,0.0705
28.6424,2.8675,0.0529,0.0129
20.5422,1.354,0.282,0.0209
23.0434,5.2796,0.1282,0.065
29.7042,2.9875,0.4418,0.1136
22.8599,6.1342,0.7128,0.4268
26.8306,4.1657,0.1707,0.0657
22.8641,6.5798,0.8741,0.565
29.9066,2.1515,0.1243,0.0206
22.056,4.3051,0.6027,0.2429
23.1449,5.0528,0.9362,0.4518
28.7704,1.5068,0.6075,0.0561
24.0102,3.8197,0.7377,0.2578
29.5206,5.6959,0.0672,0.0366
29.0012,2.3945,0.2089,0.0403
20.4545,3.0489,0.3644,0.0976
26.4338,2.8619,0.0178,0.0043
22.6065,3.5034,0.8183,0.2587
22.6479,5.6982,0.5853,0.3232
27.8353,7.7318,0.2115,0.1615
21.1231,7.7038,0.8104,0.6232
29.5778,2.9774,0.8374,0.2144
29.0079,5.086,0.798,0.3842
25.4043,3.119,0.1184,0.0323
29.7637,7.9399,0.5754,0.4505
21.9041,5.9024,0.5484,0.3152
28.9064,4.6433,0.1136,0.0494
25.6968,3.051,0.375,0.0996
20.5912,5.1489,0.1962,0.0971
21.0976,2.498,0.5207,0.1078
25.598,1.6572,0.7922,0.0878
21.1223,4.1167,0.3694,0.1416
24.5094,7.2994,0.726,0.5238
22.5434,4.6691,0.5134,0.2269
29.0373,5.6038,0.8394,0.4502
24.5681,1.9654,0.7983,0.117
26.7741,1.5044,0.5305,0.049
27.6148,6.1199,0.1485,0.088
28.3158,3.006,0.8994,0.2335
21.4924,3.533,0.7123,0.2279
23.1892,3.2451,0.7194,0.207
25.1441,5.173,0.0306,0.0151
29.0095,6.7376,0.0622,0.0409
29.1236,7.1433,0.6528,0.4566
21.5368,4.8458,0.4766,0.22
26.682,3.4686,0.8601,0.2668
20.1683,5.37,0.4498,0.2335
29.392,7.7843,0.1482,0.1137
21.1259,3.4859,0.932,0.2936
22.0876,7.2725,0.1057,0.0763
21.3778,1.8754,0.9028,0.1237
23.0902,6.4029,0.5254,0.3296
23.8899,5.6644,0.2478,0.1357
26.4835,2.9592,0.7065,0.1804
26.251,7.1841,0.466,0.3295
26.9517,4.7654,0.0349,0.0157
29.8212,3.431,0.6185,0.1884
26.2456,3.2349,0.5982,0.1706
28.639,1.592,0.8848,0.0908
25.1017,6.9659,0.8958,0.6138
25.2488,6.345,0.34,0.2104
23.2367,2.7654,0.8486,0.1999
23.5207,2.9091,0.625,0.157
26.6384,4.6283,0.2692,0.1169
29.856,1.8504,0.955,0.1263
24.7147,4.2921,0.6177,0.2469
28.0572,5.1202,0.7111,0.3454
20.7222,6.0609,0.2654,0.1574
26.593,5.2288,0.0561,0.028
21.5315,3.4902,0.0633,0.02
29.561,4.0625,0.2504,0.0932
23.3283,5.8617,0.4081,0.2323
26.687,3.703,0.102,0.0342
25.3445,3.7273,0.1825,0.0618
24.6039,6.5819,0.845,0.5448
22.8946,7.5857,0.3225,0.2432
25.0275,5.2312,0.6799,0.34
29.9258,3.056,0.6698,0.177
25.1029,6.2954,0.5003,0.307
23.7385,2.3366,0.347,0.0653
24.2269,4.7987,0.0711,0.0323
20.9223,3.591,0.6704,0.2189
27.7998,6.3661,0.3872,0.2394
27.8057,7.4067,0.9291,0.6772
24.1781,5.2931,0.2624,0.1331
21.762,2.2761,0.1459,0.0266
27.7668,4.9058,0.2666,0.1235
20.7124,3.038,0.5258,0.1401
23.3812,3.2048,0.6315,0.1789
24.6702,1.2288,0.0819,0.0046
26.8345,1.2131,0.6188,0.0333
22.6273,6.4811,0.0522,0.0332
28.4527,7.5935,0.7786,0.5823
26.5041,5.5388,0.4954,0.2634
23.2092,3.5734,0.7613,0.2462
23.4284,1.662,0.1489,0.0166
21.7561,3.9112,0.8304,0.2995
25.4356,1.5657,0.6,0.06
28.5409,5.2218,0.6897,0.3422
20.9665,6.4326,0.333,0.2107
22.5369,3.031,0.2096,0.0555
26.4212,1.5526,0.7399,0.0727
25.2581,1.7918,0.094,0.0119
23.5081,4.5553,0.2431,0.1042
23.7241,7.9468,0.0726,0.0574
22.0431,1.9346,0.2856,0.041
27.2365,5.1222,0.5712,0.278
21.8998,6.9819,0.8622,0.5954
23.1437,2.1443,0.9962,0.1664
24.9153,2.9841,0.8141,0.2106
24.0556,6.7996,0.8098,0.5414
22.9892,2.7744,0.7563,0.179
24.1875,1.7754,0.5178,0.0647
25.2864,7.2585,0.7239,0.5184
29.3949,3.0207,0.5187,0.1352
29.8327,7.3742,0.2521,0.1823
25.0173,5.7608,0.2223,0.1238
26.4761,6.9166,0.0719,0.0488
25.7372,4.2828,0.7713,0.3071
29.6482,4.556,0.353,0.1499
27.7084,5.9381,0.6628,0.3798
26.9596,1.4449,0.004,0.0003
25.4922,6.339,0.554,0.3423
26.2803,2.4944,0.1145,0.0235
24.714,1.9882,0.2019,0.0301
27.6699,5.4902,0.0422,0.0222
22.4706,1.4244,0.1929,0.016
28.6931,7.7646,0.7517,0.5756
24.968,1.2739,0.3318,0.0208
21.598,7.2397,0.6465,0.4646
20.791,7.6944,0.8058,0.6192
29.517,7.7488,0.369,0.2815
25.8672,4.1721,0.2156,0.0832
21.5348,4.0351,0.4546,0.1701
21.4988,4.1931,0.6642,0.2599
21.5921,4.3286,0.298,0.1209
22.1475,3.5673,0.4438,0.1435
23.3744,7.4231,0.9011,0.6632
24.6349,5.5725,0.8279,0.4446
27.7336,5.3965,0.5177,0.2669
24.575,6.4588,0.167,0.1055
21.9468,4.2312,0.1785,0.0705
26.0392,6.092,0.4135,0.2444
28.5911,6.5573,0.0624,0.0398
22.9532,3.7551,0.67,0.2299
21.421,3.3355,0.6621,0.1977
25.9201,2.8767,0.8236,0.2031
24.3492,2.2781,0.0665,0.0121
27.8444,4.4131,0.3542,0.1454
25.3592,3.4286,0.8081,0.2478
21.4211,4.0966,0.7201,0.2743
25.2633,2.2675,0.7464,0.1345
20.9042,5.2242,0.3206,0.1612
21.8218,3.7457,0.6641,0.2276
26.1529,2.1797,0.6774,0.1153
21.3331,4.2036,0.7062,0.2772
29.4755,3.9474,0.7524,0.2708
21.3084,7.1041,0.0402,0.0283
23.0547,6.081,0.216,0.128
28.9251,3.4929,0.5651,0.1761
26.4523,7.6855,0.4724,0.3591
20.4184,7.9451,0.9051,0.7203
28.1086,2.7448,0.1116,0.0258
20.5822,6.2503,0.2573,0.1578
20.7104,5.2951,0.8582,0.4382
24.8732,3.4168,0.2702,0.0826
29.0258,4.7602,0.0933,0.0417
21.7256,1.8619,0.8175,0.1107
22.8756,2.1948,0.552,0.0954
20.8024,1.8471,0.3508,0.047
21.7048,6.3684,0.4362,0.2726
26.0231,6.2712,0.9468,0.5777
27.991,2.7464,0.2062,0.0478
26.3073,4.6914,0.6354,0.2805
29.3132,2.4731,0.7118,0.1434
26.397,3.2584,0.0361,0.0104
28.6979,5.8698,0.3117,0.1761
21.6562,3.1497,0.4274,0.1189
28.2739,7.0315,0.0213,0.0147
27.6641,4.4678,0.0206,0.0086
22.8895,7.9395,0.6632,0.5252
28.5872,3.9917,0.5965,0.2178
27.1008,7.3869,0.8021,0.5836
21.8191,1.4833,0.6976,0.0631
28.0379,4.8179,0.4498,0.2041
23.8156,3.9207,0.6276,0.2262
27.5236,4.0976,0.7158,0.27
22.3188,2.8265,0.3293,0.0799
28.1367,2.089,0.4078,0.065
22.6241,4.1146,0.8935,0.3414
27.787,3.7617,0.4646,0.1584
29.081,2.1209,0.8885,0.1446
22.5545,2.9111,0.0191,0.0048
21.1143,7.662,0.4045,0.3093
25.6075,7.7515,0.0769,0.0591
23.5771,6.138,0.4577,0.2739
28.5602,3.4409,0.7813,0.2393
26.118,2.0492,0.8849,0.1377
29.622,5.982,0.2219,0.1278
28.4731,5.3137,0.4566,0.2311
20.6256,3.7653,0.9192,0.3177
26.55,7.5086,0.0997,0.0739
20.2913,1.4188,0.8413,0.0695
20.9194,6.0471,0.9979,0.5901
21.322,4.1576,0.0132,0.0051
28.5104,4.2364,0.9675,0.3786
26.5309,2.0494,0.3006,0.0467
25.9581,2.2859,0.7694,0.14
23.1932,2.0492,0.695,0.1087
28.0764,5.4862,0.4178,0.2192
21.3036,6.8545,0.8638,0.5854
22.2262,1.561,0.9487,0.0948
20.8598,7.7996,0.8599,0.6704
27.7275,6.557,0.2457,0.157
25.2539,7.441,0.5005,0.3682
24.2107,2.2556,0.668,0.1197
20.8648,3.4431,0.0035,0.0011
25.6267,4.2292,0.5552,0.2179
27.5068,2.2847,0.8532,0.1548
22.7772,4.945,0.9178,0.4326
27.6029,1.2297,0.6324,0.0356
20.4084,1.9388,0.4853,0.0701
28.8142,2.2114,0.3576,0.0618
20.614,2.8606,0.8035,0.1985
24.1416,5.1831,0.3214,0.1593
27.8621,3.3005,0.0267,0.0078
20.6368,4.1733,0.7758,0.3024
29.1846,6.1931,0.0969,0.058
27.0044,6.9059,0.6046,0.4091
20.6693,6.0567,0.2345,0.139
23.4631,4.3982,0.9579,0.3947
24.4864,7.5243,0.3,0.2237
29.5929,6.13,0.913,0.5401
24.6035,3.0744,0.1166,0.0313
24.5752,3.3974,0.1028,0.0312
24.7747,3.15,0.7495,0.2074
20.7428,7.3486,0.997,0.7291
29.9088,5.9549,0.0706,0.0404
28.1055,6.8839,0.1292,0.087
21.8839,5.0889,0.0637,0.0311
28.2568,6.3991,0.0205,0.0127
23.9806,5.0234,0.3658,0.1751
21.4441,5.2638,0.9401,0.4763
20.7163,5.024,0.7455,0.3589
21.7934,7.5327,0.0074,0.0056
21.1587,7.4853,0.9653,0.7196
26.5811,3.3359,0.8721,0.2581
26.9092,2.0302,0.5954,0.0912
26.0801,1.7158,0.5436,0.0639
26.253,2.298,0.8211,0.1504
27.9041,1.345,0.5076,0.0366
27.8606,6.5706,0.95,0.6081
26.442,2.4394,0.086,0.0171
23.2118,5.6474,0.1021,0.0558
23.3041,7.8234,0.9113,0.7098
22.9695,4.5666,0.3495,0.1504
25.6199,2.1424,0.272,0.0452
29.0042,2.8135,0.5968,0.1423
29.7832,7.9043,0.5745,0.4476
20.5939,2.322,0.8047,0.151
29.4543,4.0302,0.2665,0.0983
26.4722,5.2052,0.7107,0.3526
29.0567,2.3076,0.9854,0.1807
25.7723,1.3281,0.4763,0.0334
24.3505,2.9867,0.6295,0.1632
23.4428,4.8106,0.2554,0.1166
29.2274,5.3894,0.1356,0.0696
23.2034,7.0167,0.6306,0.4369
28.774,1.4297,0.0913,0.0076
23.5201,1.9014,0.0738,0.0103
27.5058,5.2045,0.313,0.155
27.6026,4.4241,0.2137,0.088
29.9599,4.4112,0.1556,0.0636
20.0344,4.5488,0.3593,0.1548
22.6156,3.397,0.1959,0.0597
26.8473,7.6995,0.4451,0.3388
21.3253,2.5067,0.5435,0.113
27.7209,4.5412,0.0508,0.0216
29.2043,5.492,0.0728,0.0382
25.9957,4.6977,0.5833,0.258
22.0877,5.5091,0.3974,0.2116
22.0055,2.7865,0.6934,0.1653
28.8843,5.3105,0.1762,0.0891
21.2048,4.3453,0.1939,0.0791
26.7118,2.6944,0.9842,0.2229
21.5385,2.441,0.5044,0.1012
29.4377,4.1527,0.6428,0.2454
24.175,1.4982,0.433,0.0398
25.3409,3.2975,0.3454,0.101
27.6772,5.2542,0.5462,0.2733
27.4242,6.2752,0.1181,0.072
28.7183,7.4664,0.0228,0.0168
20.2737,5.2946,0.0666,0.034
22.8506,3.8717,0.6036,0.2147
22.5541,4.5613,0.581,0.25
25.098,4.348,0.3149,0.1277
27.5992,4.955,0.2163,0.1014
26.8953,4.461,0.3415,0.1422
21.2849,4.1809,0.4227,0.1649
28.0703,7.2337,0.519,0.3686
24.99,3.3243,0.0478,0.0141
24.669,7.1519,0.867,0.6117
22.0745,6.6871,0.5928,0.3906
26.913,2.7827,0.4094,0.0966
22.2953,2.0192,0.4924,0.0754
25.0892,7.7449,0.1622,0.1246
21.6688,4.8884,0.7298,0.3402
26.8047,2.6763,0.0188,0.0042
21.1892,3.1878,0.7506,0.2121
29.6867,4.5731,0.864,0.3684
20.7614,5.4897,0.7212,0.3834
21.715,2.2598,0.1239,0.0223
20.1561,6.4919,0.3325,0.2128
26.1337,7.8511,0.4462,0.3472
26.5188,3.7563,0.7281,0.2484
26.6848,5.1378,0.6054,0.2959
21.9614,2.0347,0.8134,0.1261
25.3472,2.2845,0.2464,0.0448
28.1321,6.2174,0.7815,0.4707
28.6593,2.3432,0.0615,0.0115
21.1664,2.4328,0.0346,0.0069
29.2585,7.6537,0.7142,0.538
28.51,2.5931,0.5326,0.1144
28.7115,2.0891,0.6435,0.1025
22.1403,4.7562,0.7006,0.3163
22.4241,5.171,0.5084,0.2521
25.3005,7.1761,0.8826,0.6243
27.4886,3.637,0.6488,0.2127
29.7913,5.0064,0.2126,0.1004
22.1326,7.1943,0.9945,0.7092
24.6715,5.5811,0.0098,0.0053
20.5442,5.481,0.9765,0.5183
28.0709,6.2111,0.9926,0.5972
29.5571,1.3327,0.5844,0.0411
28.3748,3.3206,0.801,0.235
25.3382,5.7022,0.8067,0.4438
26.2248,7.266,0.4746,0.3397
21.363,3.1237,0.9387,0.2586
27.3433,2.5369,0.646,0.1351
23.7376,7.7062,0.0261,0.02
24.6814,2.7607,0.5373,0.126
26.3798,2.1633,0.3739,0.0629
29.5091,7.8701,0.9388,0.7284
23.6887,3.5895,0.3342,0.1086
20.9127,5.6526,0.4068,0.2233
28.4857,3.0869,0.1242,0.0333
26.3068,1.3521,0.3298,0.0241
27.8517,3.736,0.0415,0.014
29.928,3.4401,0.5778,0.1765
20.9087,6.6854,0.6818,0.45
20.0259,4.692,0.4438,0.198
26.6769,6.4979,0.0662,0.042
21.0524,3.4261,0.0304,0.0094
22.3896,7.7362,0.2171,0.1673
26.1072,6.9574,0.5124,0.35
23.0639,2.9708,0.3349,0.0864
23.0404,4.5281,0.1599,0.0682
23.1694,6.5361,0.7172,0.4601
27.3097,7.0747,0.4369,0.3033
27.3135,7.7137,0.3517,0.268
26.5216,7.4087,0.9768,0.7137
23.7889,6.5765,0.6058,0.3908
22.4978,7.3972,0.981,0.7204
24.7584,7.2608,0.1605,0.1151
20.6406,7.4165,0.8665,0.6401
28.3275,1.8522,0.7951,0.1056
25.9445,5.4376,0.0452,0.0236
25.3045,4.898,0.5662,0.2629
23.3365,4.3184,0.1304,0.0526
22.7099,4.528,0.9609,0.4099
24.0925,6.0504,0.9471,0.5574
23.1264,6.179,0.455,0.2745
22.8847,6.3787,0.1837,0.1148
25.345,6.2836,0.0949,0.0581
27.437,6.6123,0.6752,0.4355
27.0182,7.9909,0.1174,0.0929
21.1445,5.2584,0.6006,0.3041
26.8678,2.386,0.892,0.1719
22.175,3.4666,0.6712,0.2097
26.735,2.0508,0.2959,0.046
21.516,7.135,0.2012,0.1424
28.8143,6.9147,0.5608,0.3788
21.788,3.163,0.01,0.0028
26.9894,5.6445,0.6045,0.3279
27.3412,1.4397,0.4775,0.0402
24.5885,3.3395,0.281,0.0836
23.375,7.5147,0.7762,0.5789
22.2683,3.7691,0.787,0.2715
22.5393,7.0517,0.2992,0.2086
22.8796,1.3383,0.8781,0.063
27.2463,4.471,0.4547,0.1897
20.8982,1.5246,0.8956,0.0857
23.3277,5.3319,0.0405,0.0208
21.5671,6.9824,0.2961,0.2046
24.7216,6.8989,0.332,0.2253
28.2887,7.7932,0.225,0.1731
26.4222,5.9743,0.18,0.1041
23.7227,4.7042,0.0547,0.0243
29.2913,5.4984,0.4929,0.2587
20.0814,5.7931,0.9158,0.5173
23.4298,1.4165,0.6596,0.054
24.1499,1.8857,0.0831,0.0114
21.4315,6.3444,0.4366,0.2719
28.7293,4.6746,0.721,0.3157
25.7074,3.3931,0.9487,0.287
29.976,3.0879,0.8991,0.2407
